edition,round,score,team1,team2,url,venue,year,competition
2004-ATHENS,PRELIMINARY,0-0 (0-0),Mali,Mexico (México),2004_ATHENS_GD.htm#499-OT-2004-I,Vólos.,2004,Olympic
2004-ATHENS,PRELIMINARY,1-1 (0-1),Tunisia (تونس),Australia,2004_ATHENS_GD.htm#510-OT-2004-I,Êrákleion.,2004,Olympic
2004-ATHENS,PRELIMINARY,6-0 (4-0),Argentina,Serbia-Montenegro (Србија и Црна Гора),2004_ATHENS_GD.htm#511-OT-2004-I,Pátras.,2004,Olympic
2004-ATHENS,PRELIMINARY,4-3 (3-1),Paraguay,Japan (日本),2004_ATHENS_GD.htm#504-OT-2004-I,Thessaloníkê.,2004,Olympic
2004-ATHENS,PRELIMINARY,2-2 (2-0),Ghana,Italy (Italia),2004_ATHENS_GD.htm#505-OT-2004-I,Vólos.,2004,Olympic
2004-ATHENS,PRELIMINARY,0-0 (0-0),Costa Rica,Morocco (المغرب),2004_ATHENS_GD.htm#516-OT-2004-I,Êrákleion.,2004,Olympic
2004-ATHENS,PRELIMINARY,4-2 (2-2),Iraq (العراق),Portugal,2004_ATHENS_GD.htm#517-OT-2004-I,Pátras.,2004,Olympic
2004-ATHENS,PRELIMINARY,1-0 (1-0),South Korea (한국),Mexico (México),2004_ATHENS_GD.htm#500-OT-2004-I,Peiraiás.,2004,Olympic
2004-ATHENS,PRELIMINARY,0-2 (0-2),Greece (Ελλάδα),Mali,2004_ATHENS_GD.htm#501-OT-2004-I,Thessaloníkê.,2004,Olympic
2004-ATHENS,PRELIMINARY,1-5 (0-2),Serbia-Montenegro (Србија и Црна Гора),Australia,2004_ATHENS_GD.htm#512-OT-2004-I,Êrákleion.,2004,Olympic
2004-ATHENS,PRELIMINARY,2-0 (1-0),Argentina,Tunisia (تونس),2004_ATHENS_GD.htm#513-OT-2004-I,Pátras.,2004,Olympic
2004-ATHENS,PRELIMINARY,1-2 (0-0),Paraguay,Ghana,2004_ATHENS_GD.htm#506-OT-2004-I,Thessaloníkê.,2004,Olympic
2004-ATHENS,PRELIMINARY,2-3 (1-3),Japan (日本),Italy (Italia),2004_ATHENS_GD.htm#507-OT-2004-I,Vólos.,2004,Olympic
2004-ATHENS,PRELIMINARY,0-2 (0-0),Costa Rica,Iraq (العراق),2004_ATHENS_GD.htm#518-OT-2004-I,Peiraiás.,2004,Olympic
2004-ATHENS,PRELIMINARY,1-2 (0-1),Morocco (المغرب),Portugal,2004_ATHENS_GD.htm#519-OT-2004-I,Êrákleion.,2004,Olympic
2004-ATHENS,PRELIMINARY,3-3 (0-2),South Korea (한국),Mali,2004_ATHENS_GD.htm#502-OT-2004-I,Thessaloníkê.,2004,Olympic
2004-ATHENS,PRELIMINARY,2-3 (0-0),Greece (Ελλάδα),Mexico (México),2004_ATHENS_GD.htm#503-OT-2004-I,Vólos.,2004,Olympic
2004-ATHENS,PRELIMINARY,1-0 (1-0),Argentina,Australia,2004_ATHENS_GD.htm#514-OT-2004-I,Peiraiás.,2004,Olympic
2004-ATHENS,PRELIMINARY,2-3 (0-1),Serbia-Montenegro (Србија и Црна Гора),Tunisia (تونس),2004_ATHENS_GD.htm#515-OT-2004-I,Pátras.,2004,Olympic
2004-ATHENS,PRELIMINARY,1-0 (1-0),Paraguay,Italy (Italia),2004_ATHENS_GD.htm#508-OT-2004-I,Peiraiás.,2004,Olympic
2004-ATHENS,PRELIMINARY,1-0 (1-0),Japan (日本),Ghana,2004_ATHENS_GD.htm#509-OT-2004-I,Vólos.,2004,Olympic
2004-ATHENS,PRELIMINARY,4-2 (0-1),Costa Rica,Portugal,2004_ATHENS_GD.htm#520-OT-2004-I,Êrákleion.,2004,Olympic
2004-ATHENS,PRELIMINARY,2-1 (0-0),Morocco (المغرب),Iraq (العراق),2004_ATHENS_GD.htm#521-OT-2004-I,Pátras.,2004,Olympic
2004-ATHENS,1/4_FINAL,0-1 (0-0) (a.e.t.),Mali,Italy (Italia),2004_ATHENS_GD.htm#522-OT-2004-II,Peiraiás.,2004,Olympic
2004-ATHENS,1/4_FINAL,1-0 (0-0),Iraq (العراق),Australia,2004_ATHENS_GD.htm#525-OT-2004-II,Êrákleion.,2004,Olympic
2004-ATHENS,1/4_FINAL,3-2 (1-0),Paraguay,South Korea (한국),2004_ATHENS_GD.htm#523-OT-2004-II,Thessaloníkê.,2004,Olympic
2004-ATHENS,1/4_FINAL,4-0 (2-0),Argentina,Costa Rica,2004_ATHENS_GD.htm#524-OT-2004-II,Pátras.,2004,Olympic
2004-ATHENS,1/2_FINAL,0-3 (0-1),Italy (Italia),Argentina,2004_ATHENS_GD.htm#526-OT-2004-III,Peiraiás.,2004,Olympic
2004-ATHENS,1/2_FINAL,3-1 (2-0),Paraguay,Iraq (العراق),2004_ATHENS_GD.htm#527-OT-2004-III,Thessaloníkê.,2004,Olympic
2004-ATHENS,PLACES_3&4,1-0 (1-0),Italy (Italia),Iraq (العراق),2004_ATHENS_GD.htm#528-OT-2004-IV,Thessaloníkê.,2004,Olympic
2004-ATHENS,FINAL,1-0 (1-0),Argentina,Paraguay,2004_ATHENS_GD.htm#529-OT-2004-V,Athína.,2004,Olympic
2008-BEIJING,PRE-OLYMPIC-Africa,0-0 (0-0),Gambia,Egypt (مصر),2008_BEIJING_PR.htm,,2006,Olympic
2008-BEIJING,PRE-OLYMPIC-Africa,2-1 (1-0),Sierra Leone,Rwanda,2008_BEIJING_PR.htm,,2006,Olympic
2008-BEIJING,PRE-OLYMPIC-Africa,0-2 (0-1),Guinea-Bissau (Guiné-Bissau),Guinea (Guinée),2008_BEIJING_PR.htm,,2006,Olympic
2008-BEIJING,PRE-OLYMPIC-Africa,1-0 (1-0),South Africa (Suid-Afrika),Namibia,2008_BEIJING_PR.htm,,2006,Olympic
2008-BEIJING,PRE-OLYMPIC-Africa,1-0 (0-0),Mozambique (Moçambique),Libya (ليبيا),2008_BEIJING_PR.htm,,2006,Olympic
2008-BEIJING,PRE-OLYMPIC-Africa,(w.o.),Chad (Tchad / تشاد),Uganda,2008_BEIJING_PR.htm,,2006,Olympic
2008-BEIJING,PRE-OLYMPIC-Africa,(w.o.),Mauritius,Burkina Faso,2008_BEIJING_PR.htm,,2006,Olympic
2008-BEIJING,PRE-OLYMPIC-Africa,(w.o.),Ethiopia (ኢትዮጵያ),Liberia,2008_BEIJING_PR.htm,,2006,Olympic
2008-BEIJING,PRE-OLYMPIC-Africa,(w.o.),Central African Republic (Centrafrique),Algeria (الجزائر),2008_BEIJING_PR.htm,,2006,Olympic
2008-BEIJING,PRE-OLYMPIC-Africa,(w.o.),Senegal (Sénégal),Comoros (جزر القمر),2008_BEIJING_PR.htm,,2006,Olympic
2008-BEIJING,PRE-OLYMPIC-Africa,(w.o.),Ivory Coast (Côte d’Ivoire),Lesotho,2008_BEIJING_PR.htm,,2006,Olympic
2008-BEIJING,PRE-OLYMPIC-Africa,(w.o.),Benin (Bénin),D.R. Congo (R.D. Congo),2008_BEIJING_PR.htm,,2006,Olympic
2008-BEIJING,PRE-OLYMPIC-Africa,(w.o.),Zimbabwe,Tanzania,2008_BEIJING_PR.htm,,2006,Olympic
2008-BEIJING,PRE-OLYMPIC-Africa,(w.o.),Mauritania (موريتانيا),Botswana,2008_BEIJING_PR.htm,,2006,Olympic
2008-BEIJING,PRE-OLYMPIC-Africa,2-0 (0-0),Sudan (السودان),Equatorial Guinea (Guinea Ecuatorial),2008_BEIJING_PR.htm,,2006,Olympic
2008-BEIJING,PRE-OLYMPIC-Africa,2-0 (1-0),Malawi (Malaŵi),Somalia (Soomaaliya),2008_BEIJING_PR.htm,,2006,Olympic
2008-BEIJING,PRE-OLYMPIC-Africa,3-4 (1-0),Libya (ليبيا),Mozambique (Moçambique),2008_BEIJING_PR.htm,,2006,Olympic
2008-BEIJING,PRE-OLYMPIC-Africa,10-0 (4-0),Zambia,Djibouti (جيبوتي),2008_BEIJING_PR.htm,,2006,Olympic
2008-BEIJING,PRE-OLYMPIC-Africa,5-0 (2-0),Equatorial Guinea (Guinea Ecuatorial),Sudan (السودان),2008_BEIJING_PR.htm,,2006,Olympic
2008-BEIJING,PRE-OLYMPIC-Africa,3-0 (2-0),Rwanda,Sierra Leone,2008_BEIJING_PR.htm,,2006,Olympic
2008-BEIJING,PRE-OLYMPIC-Africa,1-1 (0-0),Namibia,South Africa (Suid-Afrika),2008_BEIJING_PR.htm,,2006,Olympic
2008-BEIJING,PRE-OLYMPIC-Africa,4-0 (2-0),Egypt (مصر),Gambia,2008_BEIJING_PR.htm,,2006,Olympic
2008-BEIJING,PRE-OLYMPIC-Africa,0-0 (0-0),Guinea (Guinée),Guinea-Bissau (Guiné-Bissau),2008_BEIJING_PR.htm,,2006,Olympic
2008-BEIJING,PRE-OLYMPIC-Africa,(w.o.),Senegal (Sénégal),D.R. Congo (R.D. Congo),2008_BEIJING_PR.htm,,2007,Olympic
2008-BEIJING,PRE-OLYMPIC-Africa,5-0 (3-0),Nigeria,Equatorial Guinea (Guinea Ecuatorial),2008_BEIJING_PR.htm,,2007,Olympic
2008-BEIJING,PRE-OLYMPIC-Africa,2-0 (0-0),South Africa (Suid-Afrika),Uganda,2008_BEIJING_PR.htm,,2007,Olympic
2008-BEIJING,PRE-OLYMPIC-Africa,0-3 (0-3),Burkina Faso,Ghana,2008_BEIJING_PR.htm,,2007,Olympic
2008-BEIJING,PRE-OLYMPIC-Africa,1-3 (0-2),Algeria (الجزائر),Ethiopia (ኢትዮጵያ),2008_BEIJING_PR.htm,,2007,Olympic
2008-BEIJING,PRE-OLYMPIC-Africa,3-2 (0-1),Zambia,Malawi (Malaŵi),2008_BEIJING_PR.htm,,2007,Olympic
2008-BEIJING,PRE-OLYMPIC-Africa,1-1 (0-1),Egypt (مصر),Ivory Coast (Côte d’Ivoire),2008_BEIJING_PR.htm,,2007,Olympic
2008-BEIJING,PRE-OLYMPIC-Africa,1-0 (0-0),Mali,Mozambique (Moçambique),2008_BEIJING_PR.htm,,2007,Olympic
2008-BEIJING,PRE-OLYMPIC-Africa,0-0 (0-0),Tunisia (تونس),Botswana,2008_BEIJING_PR.htm,,2007,Olympic
2008-BEIJING,PRE-OLYMPIC-Africa,3-0 (1-0),Morocco (المغرب),Rwanda,2008_BEIJING_PR.htm,,2007,Olympic
2008-BEIJING,PRE-OLYMPIC-Africa,0-0 (0-0),Angola,Guinea (Guinée),2008_BEIJING_PR.htm,,2007,Olympic
2008-BEIJING,PRE-OLYMPIC-Africa,1-1 (0-1),Zimbabwe,Cameroon (Cameroun),2008_BEIJING_PR.htm,,2007,Olympic
2008-BEIJING,PRE-OLYMPIC-Asia,(w.o.),Jordan (الأردن),Kyrgyzstan (Кыргызстан),2008_BEIJING_PR.htm,,2007,Olympic
2008-BEIJING,PRE-OLYMPIC-Asia,0-1 (0-0),Turkmenistan (Türkmenistan),Thailand (ประเทศไทย),2008_BEIJING_PR.htm,,2007,Olympic
2008-BEIJING,PRE-OLYMPIC-Asia,1-0 (0-0),Indonesia,Maldives (Divehi Rājjēge),2008_BEIJING_PR.htm,,2007,Olympic
2008-BEIJING,PRE-OLYMPIC-Asia,1-1 (0-1),Myanmar (ြမန်မာ),India (भारत),2008_BEIJING_PR.htm,,2007,Olympic
2008-BEIJING,PRE-OLYMPIC-Asia,4-1 (1-0),Uzbekistan (Ўзбекистон),Tajikistan (Точикистон),2008_BEIJING_PR.htm,,2007,Olympic
2008-BEIJING,PRE-OLYMPIC-Asia,2-1 (1-1),Yemen (اليمن),Palestine (فلسطين),2008_BEIJING_PR.htm,,2007,Olympic
2008-BEIJING,PRE-OLYMPIC-Asia,0-3 (0-2),Bangladesh (বাংলাদেশ),Hong Kong (香港),2008_BEIJING_PR.htm,,2007,Olympic
2008-BEIJING,PRE-OLYMPIC-Asia,11-0 (3-0),Australia,Taiwan (台湾),2008_BEIJING_PR.htm,,2007,Olympic
2008-BEIJING,PRE-OLYMPIC-Asia,1-2 (0-0),Singapore (新加坡),Pakistan (پاکستان),2008_BEIJING_PR.htm,,2007,Olympic
2008-BEIJING,PRE-OLYMPIC-Asia,2-0 (1-0),Vietnam (Việt Nam),Afghanistan (افغانستان),2008_BEIJING_PR.htm,,2007,Olympic
2008-BEIJING,PRE-OLYMPIC-Asia,5-1 (3-0),Thailand (ประเทศไทย),Turkmenistan (Türkmenistan),2008_BEIJING_PR.htm,,2007,Olympic
2008-BEIJING,PRE-OLYMPIC-Asia,0-0 (0-0),Maldives (Divehi Rājjēge),Indonesia,2008_BEIJING_PR.htm,,2007,Olympic
2008-BEIJING,PRE-OLYMPIC-Asia,1-1 (1-1),India (भारत),Myanmar (ြမန်မာ),2008_BEIJING_PR.htm,,2007,Olympic
2008-BEIJING,PRE-OLYMPIC-Asia,0-2 (0-1),Tajikistan (Точикистон),Uzbekistan (Ўзбекистон),2008_BEIJING_PR.htm,,2007,Olympic
2008-BEIJING,PRE-OLYMPIC-Asia,1-1 (0-0),Palestine (فلسطين),Yemen (اليمن),2008_BEIJING_PR.htm,,2007,Olympic
2008-BEIJING,PRE-OLYMPIC-Asia,0-1 (0-1),Hong Kong (香港),Bangladesh (বাংলাদেশ),2008_BEIJING_PR.htm,,2007,Olympic
2008-BEIJING,PRE-OLYMPIC-Asia,0-1 (0-0),Taiwan (台湾),Australia,2008_BEIJING_PR.htm,,2007,Olympic
2008-BEIJING,PRE-OLYMPIC-Asia,3-2 (0-2),Pakistan (پاکستان),Singapore (新加坡),2008_BEIJING_PR.htm,,2007,Olympic
2008-BEIJING,PRE-OLYMPIC-Asia,2-2 (0-0),Qatar (قطر),Kuwait (الكويت),2008_BEIJING_PR.htm,,2007,Olympic
2008-BEIJING,PRE-OLYMPIC-Asia,8-0 (4-0),Bahrain (البحرين),Pakistan (پاکستان),2008_BEIJING_PR.htm,,2007,Olympic
2008-BEIJING,PRE-OLYMPIC-Asia,3-1 (1-0),Syria (سوريا),Malaysia (مليسيا),2008_BEIJING_PR.htm,,2007,Olympic
2008-BEIJING,PRE-OLYMPIC-Asia,3-0 (1-0),Japan (日本),Hong Kong (香港),2008_BEIJING_PR.htm,,2007,Olympic
2008-BEIJING,PRE-OLYMPIC-Asia,2-0 (1-0),Vietnam (Việt Nam),Lebanon (لبنان),2008_BEIJING_PR.htm,,2007,Olympic
2008-BEIJING,PRE-OLYMPIC-Asia,3-0 (1-0),Oman (عمان),Indonesia,2008_BEIJING_PR.htm,,2007,Olympic
2008-BEIJING,PRE-OLYMPIC-Asia,0-0 (0-0),Iran (ایران),Australia,2008_BEIJING_PR.htm,,2007,Olympic
2008-BEIJING,PRE-OLYMPIC-Asia,0-1 (0-1),Jordan (الأردن),Saudi Arabia (العربية السعودية),2008_BEIJING_PR.htm,,2007,Olympic
2008-BEIJING,PRE-OLYMPIC-Asia,3-0 (0-0),Iraq (العراق),India (भारत),2008_BEIJING_PR.htm,,2007,Olympic
2008-BEIJING,PRE-OLYMPIC-Asia,0-1 (0-1),Thailand (ประเทศไทย),North Korea (조선),2008_BEIJING_PR.htm,,2007,Olympic
2008-BEIJING,PRE-OLYMPIC-Asia,2-1 (2-1),Uzbekistan (Ўзбекистон),United Arab Emirates (الإمارات العربية المتحدة),2008_BEIJING_PR.htm,,2007,Olympic
2008-BEIJING,PRE-OLYMPIC-Asia,1-0 (0-0),South Korea (한국),Yemen (اليمن),2008_BEIJING_PR.htm,,2007,Olympic
2008-BEIJING,PRE-OLYMPIC-Asia,3-0 (1-0),Kuwait (الكويت),Bahrain (البحرين),2008_BEIJING_PR.htm,,2007,Olympic
2008-BEIJING,PRE-OLYMPIC-Asia,0-2 (0-0),Pakistan (پاکستان),Qatar (قطر),2008_BEIJING_PR.htm,,2007,Olympic
2008-BEIJING,PRE-OLYMPIC-Asia,0-2 (0-0),Hong Kong (香港),Syria (سوريا),2008_BEIJING_PR.htm,,2007,Olympic
2008-BEIJING,PRE-OLYMPIC-Asia,1-2 (0-1),Malaysia (مليسيا),Japan (日本),2008_BEIJING_PR.htm,,2007,Olympic
2008-BEIJING,PRE-OLYMPIC-Asia,1-0 (0-0),Lebanon (لبنان),Oman (عمان),2008_BEIJING_PR.htm,,2007,Olympic
2008-BEIJING,PRE-OLYMPIC-Asia,0-1 (0-0),Indonesia,Vietnam (Việt Nam),2008_BEIJING_PR.htm,,2007,Olympic
2008-BEIJING,PRE-OLYMPIC-Asia,1-1 (0-0),Australia,Jordan (الأردن),2008_BEIJING_PR.htm,,2007,Olympic
2008-BEIJING,PRE-OLYMPIC-Asia,1-0 (0-0),Saudi Arabia (العربية السعودية),Iran (ایران),2008_BEIJING_PR.htm,,2007,Olympic
2008-BEIJING,PRE-OLYMPIC-Asia,2-2 (1-1),North Korea (조선),Iraq (العراق),2008_BEIJING_PR.htm,,2007,Olympic
2008-BEIJING,PRE-OLYMPIC-Asia,3-0 (3-0),India (भारत),Thailand (ประเทศไทย),2008_BEIJING_PR.htm,,2007,Olympic
2008-BEIJING,PRE-OLYMPIC-Asia,0-1 (0-0),Yemen (اليمن),Uzbekistan (Ўзбекистон),2008_BEIJING_PR.htm,,2007,Olympic
2008-BEIJING,PRE-OLYMPIC-Asia,1-3 (1-2),United Arab Emirates (الإمارات العربية المتحدة),South Korea (한국),2008_BEIJING_PR.htm,,2007,Olympic
2008-BEIJING,PRE-OLYMPIC-Africa,1-0 (0-0),Botswana,Tunisia (تونس),2008_BEIJING_PR.htm,,2007,Olympic
2008-BEIJING,PRE-OLYMPIC-Africa,2-0 (1-0),Equatorial Guinea (Guinea Ecuatorial),Nigeria,2008_BEIJING_PR.htm,,2007,Olympic
2008-BEIJING,PRE-OLYMPIC-Africa,0-0 (0-0),Uganda,South Africa (Suid-Afrika),2008_BEIJING_PR.htm,,2007,Olympic
2008-BEIJING,PRE-OLYMPIC-Africa,1-1 (1-1),Malawi (Malaŵi),Zambia,2008_BEIJING_PR.htm,,2007,Olympic
2008-BEIJING,PRE-OLYMPIC-Africa,3-1 (0-1),Ivory Coast (Côte d’Ivoire),Egypt (مصر),2008_BEIJING_PR.htm,,2007,Olympic
2008-BEIJING,PRE-OLYMPIC-Africa,0-1 (0-1),Rwanda,Morocco (المغرب),2008_BEIJING_PR.htm,,2007,Olympic
2008-BEIJING,PRE-OLYMPIC-Africa,2-0 (0-0),Ghana,Burkina Faso,2008_BEIJING_PR.htm,,2007,Olympic
2008-BEIJING,PRE-OLYMPIC-Africa,1-1 (1-1),Ethiopia (ኢትዮጵያ),Algeria (الجزائر),2008_BEIJING_PR.htm,,2007,Olympic
2008-BEIJING,PRE-OLYMPIC-Africa,3-2 (1-1),Mozambique (Moçambique),Mali,2008_BEIJING_PR.htm,,2007,Olympic
2008-BEIJING,PRE-OLYMPIC-Africa,2-0 (1-0),Guinea (Guinée),Angola,2008_BEIJING_PR.htm,,2007,Olympic
2008-BEIJING,PRE-OLYMPIC-Africa,3-1 (2-1),Cameroon (Cameroun),Zimbabwe,2008_BEIJING_PR.htm,,2007,Olympic
2008-BEIJING,PRE-OLYMPIC-Asia,4-2 (2-1),Bahrain (البحرين),Qatar (قطر),2008_BEIJING_PR.htm,,2007,Olympic
2008-BEIJING,PRE-OLYMPIC-Asia,0-3 (0-2),Pakistan (پاکستان),Kuwait (الكويت),2008_BEIJING_PR.htm,,2007,Olympic
2008-BEIJING,PRE-OLYMPIC-Asia,3-0 (2-0),Japan (日本),Syria (سوريا),2008_BEIJING_PR.htm,,2007,Olympic
2008-BEIJING,PRE-OLYMPIC-Asia,0-1 (0-1),Hong Kong (香港),Malaysia (مليسيا),2008_BEIJING_PR.htm,,2007,Olympic
2008-BEIJING,PRE-OLYMPIC-Asia,1-2 (0-1),Indonesia,Lebanon (لبنان),2008_BEIJING_PR.htm,,2007,Olympic
2008-BEIJING,PRE-OLYMPIC-Asia,3-1 (0-0),Oman (عمان),Vietnam (Việt Nam),2008_BEIJING_PR.htm,,2007,Olympic
2008-BEIJING,PRE-OLYMPIC-Asia,0-0 (0-0),Iran (ایران),Jordan (الأردن),2008_BEIJING_PR.htm,,2007,Olympic
2008-BEIJING,PRE-OLYMPIC-Asia,2-0 (0-0),Australia,Saudi Arabia (العربية السعودية),2008_BEIJING_PR.htm,,2007,Olympic
2008-BEIJING,PRE-OLYMPIC-Asia,1-1 (1-0),Iraq (العراق),Thailand (ประเทศไทย),2008_BEIJING_PR.htm,,2007,Olympic
2008-BEIJING,PRE-OLYMPIC-Asia,0-2 (0-0),India (भारत),North Korea (조선),2008_BEIJING_PR.htm,,2007,Olympic
2008-BEIJING,PRE-OLYMPIC-Asia,1-2 (0-0),Yemen (اليمن),United Arab Emirates (الإمارات العربية المتحدة),2008_BEIJING_PR.htm,,2007,Olympic
2008-BEIJING,PRE-OLYMPIC-Asia,2-0 (1-0),South Korea (한국),Uzbekistan (Ўзбекистон),2008_BEIJING_PR.htm,,2007,Olympic
2008-BEIJING,PRE-OLYMPIC-Asia,4-0 (2-0),Qatar (قطر),Bahrain (البحرين),2008_BEIJING_PR.htm,,2007,Olympic
2008-BEIJING,PRE-OLYMPIC-Asia,4-0 (1-0),Kuwait (الكويت),Pakistan (پاکستان),2008_BEIJING_PR.htm,,2007,Olympic
2008-BEIJING,PRE-OLYMPIC-Asia,0-2 (0-2),Syria (سوريا),Japan (日本),2008_BEIJING_PR.htm,,2007,Olympic
2008-BEIJING,PRE-OLYMPIC-Asia,0-1 (0-1),Malaysia (مليسيا),Hong Kong (香港),2008_BEIJING_PR.htm,,2007,Olympic
2008-BEIJING,PRE-OLYMPIC-Asia,2-0 (2-0),Vietnam (Việt Nam),Oman (عمان),2008_BEIJING_PR.htm,,2007,Olympic
2008-BEIJING,PRE-OLYMPIC-Asia,2-1 (2-0),Lebanon (لبنان),Indonesia,2008_BEIJING_PR.htm,,2007,Olympic
2008-BEIJING,PRE-OLYMPIC-Asia,0-3 (0-1),Jordan (الأردن),Iran (ایران),2008_BEIJING_PR.htm,,2007,Olympic
2008-BEIJING,PRE-OLYMPIC-Asia,2-1 (0-1),Saudi Arabia (العربية السعودية),Australia,2008_BEIJING_PR.htm,,2007,Olympic
2008-BEIJING,PRE-OLYMPIC-Asia,2-1 (2-0),North Korea (조선),India (भारत),2008_BEIJING_PR.htm,,2007,Olympic
2008-BEIJING,PRE-OLYMPIC-Asia,0-1 (0-0),Thailand (ประเทศไทย),Iraq (العراق),2008_BEIJING_PR.htm,,2007,Olympic
2008-BEIJING,PRE-OLYMPIC-Asia,0-1 (0-0),Uzbekistan (Ўзбекистон),South Korea (한국),2008_BEIJING_PR.htm,,2007,Olympic
2008-BEIJING,PRE-OLYMPIC-Asia,2-0 (0-0),United Arab Emirates (الإمارات العربية المتحدة),Yemen (اليمن),2008_BEIJING_PR.htm,,2007,Olympic
2008-BEIJING,PRE-OLYMPIC-Asia,1-3 (1-2),Pakistan (پاکستان),Bahrain (البحرين),2008_BEIJING_PR.htm,,2007,Olympic
2008-BEIJING,PRE-OLYMPIC-Asia,1-1 (1-1),Kuwait (الكويت),Qatar (قطر),2008_BEIJING_PR.htm,,2007,Olympic
2008-BEIJING,PRE-OLYMPIC-Asia,0-4 (0-2),Hong Kong (香港),Japan (日本),2008_BEIJING_PR.htm,,2007,Olympic
2008-BEIJING,PRE-OLYMPIC-Asia,0-0 (0-0),Malaysia (مليسيا),Syria (سوريا),2008_BEIJING_PR.htm,,2007,Olympic
2008-BEIJING,PRE-OLYMPIC-Asia,1-0 (1-0),Lebanon (لبنان),Vietnam (Việt Nam),2008_BEIJING_PR.htm,,2007,Olympic
2008-BEIJING,PRE-OLYMPIC-Asia,2-1 (0-0),Indonesia,Oman (عمان),2008_BEIJING_PR.htm,,2007,Olympic
2008-BEIJING,PRE-OLYMPIC-Asia,3-1 (2-1),Australia,Iran (ایران),2008_BEIJING_PR.htm,,2007,Olympic
2008-BEIJING,PRE-OLYMPIC-Asia,4-1 (3-0),Saudi Arabia (العربية السعودية),Jordan (الأردن),2008_BEIJING_PR.htm,,2007,Olympic
2008-BEIJING,PRE-OLYMPIC-Asia,0-0 (0-0),North Korea (조선),Thailand (ประเทศไทย),2008_BEIJING_PR.htm,,2007,Olympic
2008-BEIJING,PRE-OLYMPIC-Asia,1-1 (0-0),India (भारत),Iraq (العراق),2008_BEIJING_PR.htm,,2007,Olympic
2008-BEIJING,PRE-OLYMPIC-Asia,1-0 (1-0),Yemen (اليمن),South Korea (한국),2008_BEIJING_PR.htm,,2007,Olympic
2008-BEIJING,PRE-OLYMPIC-Asia,0-2 (0-1),United Arab Emirates (الإمارات العربية المتحدة),Uzbekistan (Ўзбекистон),2008_BEIJING_PR.htm,,2007,Olympic
2008-BEIJING,PRE-OLYMPIC-Africa,0-0 (0-0),Senegal (Sénégal),Mali,2008_BEIJING_PR.htm,,2007,Olympic
2008-BEIJING,PRE-OLYMPIC-Africa,1-0 (1-0),Morocco (المغرب),Botswana,2008_BEIJING_PR.htm,,2007,Olympic
2008-BEIJING,PRE-OLYMPIC-Africa,3-2 (2-2),Nigeria,Ghana,2008_BEIJING_PR.htm,,2007,Olympic
2008-BEIJING,PRE-OLYMPIC-Africa,2-0 (2-0),Zambia,Ivory Coast (Côte d’Ivoire),2008_BEIJING_PR.htm,,2007,Olympic
2008-BEIJING,PRE-OLYMPIC-Africa,6-1 (4-1),Cameroon (Cameroun),Guinea (Guinée),2008_BEIJING_PR.htm,,2007,Olympic
2008-BEIJING,PRE-OLYMPIC-Asia,7-0 (4-0),Qatar (قطر),Pakistan (پاکستان),2008_BEIJING_PR.htm,,2007,Olympic
2008-BEIJING,PRE-OLYMPIC-Asia,2-1 (1-0),Bahrain (البحرين),Kuwait (الكويت),2008_BEIJING_PR.htm,,2007,Olympic
2008-BEIJING,PRE-OLYMPIC-Asia,4-1 (1-0),Syria (سوريا),Hong Kong (香港),2008_BEIJING_PR.htm,,2007,Olympic
2008-BEIJING,PRE-OLYMPIC-Asia,3-1 (2-0),Japan (日本),Malaysia (مليسيا),2008_BEIJING_PR.htm,,2007,Olympic
2008-BEIJING,PRE-OLYMPIC-Asia,2-0 (1-0),Vietnam (Việt Nam),Indonesia,2008_BEIJING_PR.htm,,2007,Olympic
2008-BEIJING,PRE-OLYMPIC-Asia,0-4 (0-0),Jordan (الأردن),Australia,2008_BEIJING_PR.htm,,2007,Olympic
2008-BEIJING,PRE-OLYMPIC-Asia,2-3 (0-1),Iran (ایران),Saudi Arabia (العربية السعودية),2008_BEIJING_PR.htm,,2007,Olympic
2008-BEIJING,PRE-OLYMPIC-Asia,2-0 (1-0),Thailand (ประเทศไทย),India (भारत),2008_BEIJING_PR.htm,,2007,Olympic
2008-BEIJING,PRE-OLYMPIC-Asia,1-0 (0-0),Iraq (العراق),North Korea (조선),2008_BEIJING_PR.htm,,2007,Olympic
2008-BEIJING,PRE-OLYMPIC-Asia,3-0 (3-0),Uzbekistan (Ўзбекистон),Yemen (اليمن),2008_BEIJING_PR.htm,,2007,Olympic
2008-BEIJING,PRE-OLYMPIC-Asia,3-1 (1-0),South Korea (한국),United Arab Emirates (الإمارات العربية المتحدة),2008_BEIJING_PR.htm,,2007,Olympic
2008-BEIJING,PRE-OLYMPIC-Africa,1-1 (1-1),South Africa (Suid-Afrika),Nigeria,2008_BEIJING_PR.htm,,2007,Olympic
2008-BEIJING,PRE-OLYMPIC-Africa,2-0 (0-0),Ivory Coast (Côte d’Ivoire),Senegal (Sénégal),2008_BEIJING_PR.htm,,2007,Olympic
2008-BEIJING,PRE-OLYMPIC-Africa,1-2 (1-1),Mali,Zambia,2008_BEIJING_PR.htm,,2007,Olympic
2008-BEIJING,PRE-OLYMPIC-Africa,0-3 (0-0),Guinea (Guinée),Morocco (المغرب),2008_BEIJING_PR.htm,,2007,Olympic
