,edition,round,year,competition,score_only,team1_score,team2_score,goal_diff,team1_edit,team2_edit
262,1958-SWEDEN,PRELIMINARY-Europe,1957,WorldCup,1-2,1,2,-1,Norway,Bulgaria
263,1958-SWEDEN,PRELIMINARY-Afr./As.,1957,WorldCup,1-1,1,1,0,Syria,Sudan
264,1958-SWEDEN,PRELIMINARY-Europe,1957,WorldCup,2-0,2,0,2,Czechoslovakia,Wales
265,1958-SWEDEN,PRELIMINARY-Europe,1957,WorldCup,3-2,3,2,1,Austria,Netherlands
266,1958-SWEDEN,PRELIMINARY-Europe,1957,WorldCup,3-0,3,0,3,Portugal,Italy
267,1958-SWEDEN,PRELIMINARY-Europe,1957,WorldCup,4-1,4,1,3,Spain,Scotland
268,1958-SWEDEN,PRELIMINARY-Europe,1957,WorldCup,8-0,8,0,8,France,Iceland
269,1958-SWEDEN,PRELIMINARY-Afr./As.,1957,WorldCup,4-3,4,3,1,China,Indonesia
270,1958-SWEDEN,PRELIMINARY-Europe,1957,WorldCup,8-3,8,3,5,Belgium,Iceland
271,1958-SWEDEN,PRELIMINARY-Europe,1957,WorldCup,2-1,2,1,1,Norway,Hungary
272,1958-SWEDEN,PRELIMINARY-Europe,1957,WorldCup,3-1,3,1,2,Czechoslovakia,GDR
273,1958-SWEDEN,PRELIMINARY-Europe,1957,WorldCup,1-2,1,2,-1,Greece,Romania
274,1958-SWEDEN,PRELIMINARY-S.America,1957,WorldCup,1-1,1,1,0,Colombia,Uruguay
275,1958-SWEDEN,PRELIMINARY-S.America,1957,WorldCup,2-3,2,3,-1,Colombia,Paraguay
276,1958-SWEDEN,PRELIMINARY-N/C.America,1957,WorldCup,5-1,5,1,4,Canada,USA
277,1958-SWEDEN,PRELIMINARY-Europe,1957,WorldCup,4-1,4,1,3,Hungary,Bulgaria
278,1958-SWEDEN,PRELIMINARY-Europe,1957,WorldCup,3-0,3,0,3,Soviet Union,Poland
279,1958-SWEDEN,PRELIMINARY-Afr./As.,1957,WorldCup,0-0,0,0,0,Indonesia,China
280,1958-SWEDEN,PRELIMINARY-S.America,1957,WorldCup,1-0,1,0,1,Uruguay,Colombia
281,1958-SWEDEN,PRELIMINARY-N/C.America,1957,WorldCup,0-3,0,3,-3,Canada,Mexico
282,1958-SWEDEN,PRELIMINARY-N/C.America,1957,WorldCup,2-0,2,0,2,Mexico,Canada
283,1958-SWEDEN,PRELIMINARY-Europe,1957,WorldCup,1-3,1,3,-2,Finland,Poland
284,1958-SWEDEN,PRELIMINARY-N/C.America,1957,WorldCup,2-3,2,3,-1,USA,Canada
285,1958-SWEDEN,PRELIMINARY-S.America,1957,WorldCup,3-0,3,0,3,Paraguay,Colombia
286,1958-SWEDEN,PRELIMINARY-S.America,1957,WorldCup,5-0,5,0,5,Paraguay,Uruguay
287,1958-SWEDEN,PRELIMINARY-Europe,1957,WorldCup,2-1,2,1,1,Soviet Union,Finland
288,1958-SWEDEN,PRELIMINARY-S.America,1957,WorldCup,2-0,2,0,2,Uruguay,Paraguay
289,1958-SWEDEN,PRELIMINARY-N/C.America,1957,WorldCup,1-2,1,2,-1,Curaçao,Costa Rica
290,1958-SWEDEN,PRELIMINARY-N/C.America,1957,WorldCup,2-0,2,0,2,Curaçao,Guatemala
291,1958-SWEDEN,PRELIMINARY-Europe,1957,WorldCup,0-10,0,10,-10,Finland,Soviet Union
292,1958-SWEDEN,PRELIMINARY-Europe,1957,WorldCup,1-5,1,5,-4,Iceland,France
293,1958-SWEDEN,PRELIMINARY-Europe,1957,WorldCup,2-5,2,5,-3,Iceland,Belgium
294,1958-SWEDEN,PRELIMINARY-Europe,1957,WorldCup,2-5,2,5,-3,Luxembourg,Netherlands
295,1958-SWEDEN,PRELIMINARY-Europe,1957,WorldCup,1-2,1,2,-1,Bulgaria,Hungary
296,1958-SWEDEN,PRELIMINARY-S.America,1957,WorldCup,2-1,2,1,1,Chile,Bolivia
297,1958-SWEDEN,PRELIMINARY-Europe,1957,WorldCup,4-1,4,1,3,Wales,GDR
298,1958-SWEDEN,PRELIMINARY-Europe,1957,WorldCup,1-1,1,1,0,Netherlands,Austria
299,1958-SWEDEN,PRELIMINARY-Europe,1957,WorldCup,0-3,0,3,-3,Luxembourg,Austria
300,1958-SWEDEN,PRELIMINARY-Europe,1957,WorldCup,1-1,1,1,0,Romania,Yugoslavia
301,1958-SWEDEN,PRELIMINARY-S.America,1957,WorldCup,3-0,3,0,3,Bolivia,Chile
302,1958-SWEDEN,PRELIMINARY-Europe,1957,WorldCup,0-2,0,2,-2,Denmark,Ireland
303,1958-SWEDEN,PRELIMINARY-S.America,1957,WorldCup,2-0,2,0,2,Bolivia,Argentina
304,1958-SWEDEN,PRELIMINARY-S.America,1957,WorldCup,0-2,0,2,-2,Chile,Argentina
305,1958-SWEDEN,PRELIMINARY-Europe,1957,WorldCup,2-1,2,1,1,Poland,Soviet Union
306,1958-SWEDEN,PRELIMINARY-S.America,1957,WorldCup,4-0,4,0,4,Argentina,Chile
307,1958-SWEDEN,PRELIMINARY-N/C.America,1957,WorldCup,2-0,2,0,2,Mexico,Costa Rica
308,1958-SWEDEN,PRELIMINARY-Europe,1957,WorldCup,0-0,0,0,0,Belgium,France
309,1958-SWEDEN,PRELIMINARY-Europe,1957,WorldCup,1-4,1,4,-3,GDR,Czechoslovakia
310,1958-SWEDEN,PRELIMINARY-S.America,1957,WorldCup,4-0,4,0,4,Argentina,Bolivia
311,1958-SWEDEN,PRELIMINARY-N/C.America,1957,WorldCup,1-1,1,1,0,Costa Rica,Mexico
312,1958-SWEDEN,PRELIMINARY-Europe,1957,WorldCup,7-0,7,0,7,Bulgaria,Norway
313,1958-SWEDEN,PRELIMINARY-Europe,1957,WorldCup,4-0,4,0,4,Poland,Finland
314,1958-SWEDEN,PRELIMINARY-Europe,1957,WorldCup,3-0,3,0,3,Romania,Greece
315,1958-SWEDEN,PRELIMINARY-Europe,1957,WorldCup,3-2,3,2,1,Scotland,Switzerland
316,1958-SWEDEN,PRELIMINARY-Europe,1957,WorldCup,5-0,5,0,5,Hungary,Norway
317,1958-SWEDEN,PRELIMINARY-Europe,1957,WorldCup,4-1,4,1,3,Yugoslavia,Greece
318,1958-SWEDEN,PRELIMINARY-Europe,1957,WorldCup,2-0,2,0,2,Yugoslavia,Romania
319,1958-SWEDEN,PRELIMINARY-Europe,1957,WorldCup,2-0,2,0,2,Soviet Union,Poland
320,1958-SWEDEN,PRELIMINARY-Europe,1957,WorldCup,1-4,1,4,-3,Switzerland,Spain
321,1958-SWEDEN,PRELIMINARY-Europe,1957,WorldCup,3-0,3,0,3,Italy,Portugal
322,1958-SWEDEN,PRELIMINARY-Europe,1958,WorldCup,2-1,2,1,1,Northern Ireland,Italy
323,1958-SWEDEN,PRELIMINARY-Afr./As.,1958,WorldCup,0-2,0,2,-2,Israel,Wales
324,1958-SWEDEN,PRELIMINARY-Afr./As.,1958,WorldCup,2-0,2,0,2,Wales,Israel
325,1958-SWEDEN,GROUP_STAGE,1958,WorldCup,3-0,3,0,3,Sweden,Mexico
326,1958-SWEDEN,GROUP_STAGE,1958,WorldCup,3-1,3,1,2,FRG,Argentina
327,1958-SWEDEN,GROUP_STAGE,1958,WorldCup,1-0,1,0,1,Northern Ireland,Czechoslovakia
328,1958-SWEDEN,GROUP_STAGE,1958,WorldCup,7-3,7,3,4,France,Paraguay
329,1958-SWEDEN,GROUP_STAGE,1958,WorldCup,1-1,1,1,0,Yugoslavia,Scotland
330,1958-SWEDEN,GROUP_STAGE,1958,WorldCup,1-1,1,1,0,Hungary,Wales
331,1958-SWEDEN,GROUP_STAGE,1958,WorldCup,2-2,2,2,0,England,Soviet Union
332,1958-SWEDEN,GROUP_STAGE,1958,WorldCup,3-0,3,0,3,Brazil,Austria
333,1958-SWEDEN,GROUP_STAGE,1958,WorldCup,2-2,2,2,0,FRG,Czechoslovakia
334,1958-SWEDEN,GROUP_STAGE,1958,WorldCup,3-1,3,1,2,Argentina,Northern Ireland
335,1958-SWEDEN,GROUP_STAGE,1958,WorldCup,3-2,3,2,1,Paraguay,Scotland
336,1958-SWEDEN,GROUP_STAGE,1958,WorldCup,3-2,3,2,1,Yugoslavia,France
337,1958-SWEDEN,GROUP_STAGE,1958,WorldCup,1-1,1,1,0,Wales,Mexico
338,1958-SWEDEN,GROUP_STAGE,1958,WorldCup,0-0,0,0,0,Brazil,England
339,1958-SWEDEN,GROUP_STAGE,1958,WorldCup,2-0,2,0,2,Soviet Union,Austria
340,1958-SWEDEN,GROUP_STAGE,1958,WorldCup,2-1,2,1,1,Sweden,Hungary
341,1958-SWEDEN,GROUP_STAGE,1958,WorldCup,0-0,0,0,0,Sweden,Wales
342,1958-SWEDEN,GROUP_STAGE,1958,WorldCup,2-2,2,2,0,FRG,Northern Ireland
343,1958-SWEDEN,GROUP_STAGE,1958,WorldCup,6-1,6,1,5,Czechoslovakia,Argentina
344,1958-SWEDEN,GROUP_STAGE,1958,WorldCup,2-1,2,1,1,France,Scotland
345,1958-SWEDEN,GROUP_STAGE,1958,WorldCup,3-3,3,3,0,Yugoslavia,Paraguay
346,1958-SWEDEN,GROUP_STAGE,1958,WorldCup,4-0,4,0,4,Hungary,Mexico
347,1958-SWEDEN,GROUP_STAGE,1958,WorldCup,2-0,2,0,2,Brazil,Soviet Union
348,1958-SWEDEN,GROUP_STAGE,1958,WorldCup,2-2,2,2,0,England,Austria
349,1958-SWEDEN,GROUP_STAGE,1958,WorldCup,2-1,2,1,1,Northern Ireland,Czechoslovakia
350,1958-SWEDEN,GROUP_STAGE,1958,WorldCup,2-1,2,1,1,Wales,Hungary
351,1958-SWEDEN,GROUP_STAGE,1958,WorldCup,1-0,1,0,1,Soviet Union,England
352,1958-SWEDEN,1/4_FINAL,1958,WorldCup,2-0,2,0,2,Sweden,Soviet Union
353,1958-SWEDEN,1/4_FINAL,1958,WorldCup,1-0,1,0,1,FRG,Yugoslavia
354,1958-SWEDEN,1/4_FINAL,1958,WorldCup,4-0,4,0,4,France,Northern Ireland
355,1958-SWEDEN,1/4_FINAL,1958,WorldCup,1-0,1,0,1,Brazil,Wales
356,1958-SWEDEN,1/2_FINAL,1958,WorldCup,3-1,3,1,2,Sweden,FRG
357,1958-SWEDEN,1/2_FINAL,1958,WorldCup,5-2,5,2,3,Brazil,France
358,1958-SWEDEN,PLACES_3&4,1958,WorldCup,6-3,6,3,3,France,FRG
359,1958-SWEDEN,_FINAL,1958,WorldCup,5-2,5,2,3,Brazil,Sweden
360,1962-CHILE,PRELIMINARY-N/C.America,1960,WorldCup,3-2,3,2,1,Costa Rica,Guatemala
361,1962-CHILE,PRELIMINARY-Eu./Afr.,1960,WorldCup,4-1,4,1,3,Ghana,Nigeria
362,1962-CHILE,PRELIMINARY-N/C.America,1960,WorldCup,4-4,4,4,0,Guatemala,Costa Rica
363,1962-CHILE,PRELIMINARY-N/C.America,1960,WorldCup,2-1,2,1,1,Honduras,Costa Rica
364,1962-CHILE,PRELIMINARY-Eu./Afr.,1960,WorldCup,2-2,2,2,0,Nigeria,Ghana
365,1962-CHILE,PRELIMINARY-N/C.America,1960,WorldCup,5-0,5,0,5,Costa Rica,Honduras
366,1962-CHILE,PRELIMINARY-Europe,1960,WorldCup,1-2,1,2,-1,Finland,France
367,1962-CHILE,PRELIMINARY-N/C.America,1960,WorldCup,1-1,1,1,0,Honduras,Guatemala
368,1962-CHILE,PRELIMINARY-N/C.America,1960,WorldCup,0-2,0,2,-2,Guatemala,Honduras
369,1962-CHILE,PRELIMINARY-N/C.America,1960,WorldCup,1-2,1,2,-1,Dutch Guyana,Dutch Antilles
370,1962-CHILE,PRELIMINARY-Europe,1960,WorldCup,2-0,2,0,2,Sweden,Belgium
371,1962-CHILE,PRELIMINARY-Europe,1960,WorldCup,0-9,0,9,-9,Luxembourg,England
372,1962-CHILE,PRELIMINARY-Europe,1960,WorldCup,3-4,3,4,-1,Northern Ireland,FRG
373,1962-CHILE,PRELIMINARY-Eu./Afr.,1960,WorldCup,2-1,2,1,1,Morocco,Tunisia
374,1962-CHILE,PRELIMINARY-Euro/As.,1960,WorldCup,2-1,2,1,1,South Korea,Japan
375,1962-CHILE,PRELIMINARY-N/C.America,1960,WorldCup,3-3,3,3,0,USA,Mexico
376,1962-CHILE,PRELIMINARY-E./Afr./As.,1960,WorldCup,1-1,1,1,0,Cyprus,Israel
377,1962-CHILE,PRELIMINARY-Eu./Afr.,1960,WorldCup,2-1,2,1,1,Tunisia,Morocco
378,1962-CHILE,PRELIMINARY-N/C.America,1960,WorldCup,3-0,3,0,3,Mexico,USA
379,1962-CHILE,PRELIMINARY-Europe,1960,WorldCup,2-4,2,4,-2,Belgium,Switzerland
380,1962-CHILE,PRELIMINARY-Europe,1960,WorldCup,0-3,0,3,-3,Greece,FRG
381,1962-CHILE,PRELIMINARY-E./Afr./As.,1960,WorldCup,6-1,6,1,5,Israel,Cyprus
382,1962-CHILE,PRELIMINARY-N/C.America,1960,WorldCup,0-0,0,0,0,Dutch Antilles,Dutch Guyana
383,1962-CHILE,PRELIMINARY-S.America,1960,WorldCup,3-6,3,6,-3,Ecuador,Argentina
384,1962-CHILE,PRELIMINARY-Europe,1960,WorldCup,3-0,3,0,3,France,Bulgaria
385,1962-CHILE,PRELIMINARY-S.America,1960,WorldCup,5-0,5,0,5,Argentina,Ecuador
386,1962-CHILE,PRELIMINARY-N/C.America,1961,WorldCup,1-0,1,0,1,Costa Rica,Honduras
387,1962-CHILE,PRELIMINARY-Eu./Afr.,1961,WorldCup,1-1,1,1,0,Morocco,Tunisia
388,1962-CHILE,PRELIMINARY-E./Afr./As.,1961,WorldCup,1-0,1,0,1,Israel,Ethiopia
389,1962-CHILE,PRELIMINARY-Europe,1961,WorldCup,6-0,6,0,6,Portugal,Luxembourg
390,1962-CHILE,PRELIMINARY-E./Afr./As.,1961,WorldCup,2-3,2,3,-1,Ethiopia,Israel
391,1962-CHILE,PRELIMINARY-N/C.America,1961,WorldCup,1-0,1,0,1,Costa Rica,Mexico
392,1962-CHILE,PRELIMINARY-N/C.America,1961,WorldCup,6-0,6,0,6,Costa Rica,Dutch Antilles
393,1962-CHILE,PRELIMINARY-Eu./Afr.,1961,WorldCup,0-0,0,0,0,Ghana,Morocco
394,1962-CHILE,PRELIMINARY-N/C.America,1961,WorldCup,7-0,7,0,7,Mexico,Dutch Antilles
395,1962-CHILE,PRELIMINARY-N/C.America,1961,WorldCup,4-1,4,1,3,Mexico,Costa Rica
396,1962-CHILE,PRELIMINARY-Europe,1961,WorldCup,2-0,2,0,2,Hungary,GDR
397,1962-CHILE,PRELIMINARY-Eu./Afr.,1961,WorldCup,1-2,1,2,-1,Wales,Spain
398,1962-CHILE,PRELIMINARY-N/C.America,1961,WorldCup,2-0,2,0,2,Dutch Antilles,Costa Rica
399,1962-CHILE,PRELIMINARY-Europe,1961,WorldCup,0-3,0,3,-3,Netherlands,Hungary
400,1962-CHILE,PRELIMINARY-S.America,1961,WorldCup,1-0,1,0,1,Colombia,Peru
401,1962-CHILE,PRELIMINARY-Europe,1961,WorldCup,2-1,2,1,1,Greece,Northern Ireland
402,1962-CHILE,PRELIMINARY-Europe,1961,WorldCup,4-1,4,1,3,Scotland,Ireland
403,1962-CHILE,PRELIMINARY-Europe,1961,WorldCup,0-3,0,3,-3,Ireland,Scotland
404,1962-CHILE,PRELIMINARY-S.America,1961,WorldCup,1-1,1,1,0,Peru,Colombia
405,1962-CHILE,PRELIMINARY-Europe,1961,WorldCup,2-1,2,1,1,FRG,Northern Ireland
406,1962-CHILE,PRELIMINARY-Europe,1961,WorldCup,1-1,1,1,0,GDR,Netherlands
407,1962-CHILE,PRELIMINARY-Europe,1961,WorldCup,4-0,4,0,4,Czechoslovakia,Scotland
408,1962-CHILE,PRELIMINARY-Eu./Afr.,1961,WorldCup,1-1,1,1,0,Spain,Wales
409,1962-CHILE,PRELIMINARY-Europe,1961,WorldCup,2-1,2,1,1,Switzerland,Belgium
410,1962-CHILE,PRELIMINARY-Europe,1961,WorldCup,1-1,1,1,0,Portugal,England
411,1962-CHILE,PRELIMINARY-N/C.America,1961,WorldCup,0-0,0,0,0,Dutch Antilles,Mexico
412,1962-CHILE,PRELIMINARY-Europe,1961,WorldCup,4-0,4,0,4,Sweden,Switzerland
413,1962-CHILE,PRELIMINARY-Eu./Afr.,1961,WorldCup,1-0,1,0,1,Morocco,Ghana
414,1962-CHILE,PRELIMINARY-Europe,1961,WorldCup,0-1,0,1,-1,Norway,Turkey
415,1962-CHILE,PRELIMINARY-Euro/As.,1961,WorldCup,2-1,2,1,1,Yugoslavia,Poland
416,1962-CHILE,PRELIMINARY-Euro/As.,1961,WorldCup,0-2,0,2,-2,Japan,South Korea
417,1962-CHILE,PRELIMINARY-Europe,1961,WorldCup,0-2,0,2,-2,Finland,Bulgaria
418,1962-CHILE,PRELIMINARY-Europe,1961,WorldCup,1-0,1,0,1,Soviet Union,Turkey
419,1962-CHILE,PRELIMINARY-Euro/As.,1961,WorldCup,1-1,1,1,0,Poland,Yugoslavia
420,1962-CHILE,PRELIMINARY-Europe,1961,WorldCup,5-2,5,2,3,Soviet Union,Norway
421,1962-CHILE,PRELIMINARY-S.America,1961,WorldCup,1-1,1,1,0,Bolivia,Uruguay
422,1962-CHILE,PRELIMINARY-S.America,1961,WorldCup,2-1,2,1,1,Uruguay,Bolivia
423,1962-CHILE,PRELIMINARY-Europe,1961,WorldCup,0-3,0,3,-3,Norway,Soviet Union
424,1962-CHILE,PRELIMINARY-Europe,1961,WorldCup,2-3,2,3,-1,GDR,Hungary
425,1962-CHILE,PRELIMINARY-Europe,1961,WorldCup,3-2,3,2,1,Scotland,Czechoslovakia
426,1962-CHILE,PRELIMINARY-Europe,1961,WorldCup,5-1,5,1,4,France,Finland
427,1962-CHILE,PRELIMINARY-Europe,1961,WorldCup,4-1,4,1,3,England,Luxembourg
428,1962-CHILE,PRELIMINARY-Europe,1961,WorldCup,0-2,0,2,-2,Belgium,Sweden
429,1962-CHILE,PRELIMINARY-Europe,1961,WorldCup,4-2,4,2,2,Luxembourg,Portugal
430,1962-CHILE,PRELIMINARY-Europe,1961,WorldCup,1-3,1,3,-2,Ireland,Czechoslovakia
431,1962-CHILE,PRELIMINARY-Euro/As.,1961,WorldCup,5-1,5,1,4,Yugoslavia,South Korea
432,1962-CHILE,PRELIMINARY-E./Afr./As.,1961,WorldCup,2-4,2,4,-2,Israel,Italy
433,1962-CHILE,PRELIMINARY-Europe,1961,WorldCup,2-0,2,0,2,Northern Ireland,Greece
434,1962-CHILE,PRELIMINARY-Europe,1961,WorldCup,2-1,2,1,1,FRG,Greece
435,1962-CHILE,PRELIMINARY-Europe,1961,WorldCup,3-3,3,3,0,Hungary,Netherlands
436,1962-CHILE,PRELIMINARY-Europe,1961,WorldCup,2-0,2,0,2,England,Portugal
437,1962-CHILE,PRELIMINARY-Europe,1961,WorldCup,3-2,3,2,1,Switzerland,Sweden
438,1962-CHILE,PRELIMINARY-Europe,1961,WorldCup,3-1,3,1,2,Bulgaria,Finland
439,1962-CHILE,PRELIMINARY-Europe,1961,WorldCup,2-1,2,1,1,Turkey,Norway
440,1962-CHILE,PRELIMINARY-Europe,1961,WorldCup,7-1,7,1,6,Czechoslovakia,Ireland
441,1962-CHILE,PRELIMINARY-N/C.America,1961,WorldCup,1-0,1,0,1,Mexico,Paraguay
442,1962-CHILE,PRELIMINARY-E./Afr./As.,1961,WorldCup,6-0,6,0,6,Italy,Israel
443,1962-CHILE,PRELIMINARY-N/C.America,1961,WorldCup,0-0,0,0,0,Paraguay,Mexico
444,1962-CHILE,PRELIMINARY-Europe,1961,WorldCup,2-1,2,1,1,Switzerland,Sweden
445,1962-CHILE,PRELIMINARY-Europe,1961,WorldCup,1-0,1,0,1,Bulgaria,France
446,1962-CHILE,PRELIMINARY-Europe,1961,WorldCup,1-2,1,2,-1,Turkey,Soviet Union
447,1962-CHILE,PRELIMINARY-Eu./Afr.,1961,WorldCup,0-1,0,1,-1,Morocco,Spain
448,1962-CHILE,PRELIMINARY-Eu./Afr.,1961,WorldCup,3-2,3,2,1,Spain,Morocco
449,1962-CHILE,PRELIMINARY-Euro/As.,1961,WorldCup,1-3,1,3,-2,South Korea,Yugoslavia
450,1962-CHILE,PRELIMINARY-Europe,1961,WorldCup,4-2,4,2,2,Czechoslovakia,Scotland
451,1962-CHILE,PRELIMINARY-Europe,1961,WorldCup,1-0,1,0,1,Bulgaria,France
452,1962-CHILE,GROUP_STAGE,1962,WorldCup,2-1,2,1,1,Uruguay,Colombia
453,1962-CHILE,GROUP_STAGE,1962,WorldCup,3-1,3,1,2,Chile,Switzerland
454,1962-CHILE,GROUP_STAGE,1962,WorldCup,2-0,2,0,2,Brazil,Mexico
455,1962-CHILE,GROUP_STAGE,1962,WorldCup,1-0,1,0,1,Argentina,Bulgaria
456,1962-CHILE,GROUP_STAGE,1962,WorldCup,2-0,2,0,2,Soviet Union,Yugoslavia
457,1962-CHILE,GROUP_STAGE,1962,WorldCup,0-0,0,0,0,FRG,Italy
458,1962-CHILE,GROUP_STAGE,1962,WorldCup,1-0,1,0,1,Czechoslovakia,Spain
459,1962-CHILE,GROUP_STAGE,1962,WorldCup,2-1,2,1,1,Hungary,England
460,1962-CHILE,GROUP_STAGE,1962,WorldCup,3-1,3,1,2,Yugoslavia,Uruguay
461,1962-CHILE,GROUP_STAGE,1962,WorldCup,2-0,2,0,2,Chile,Italy
462,1962-CHILE,GROUP_STAGE,1962,WorldCup,0-0,0,0,0,Brazil,Czechoslovakia
463,1962-CHILE,GROUP_STAGE,1962,WorldCup,3-1,3,1,2,England,Argentina
464,1962-CHILE,GROUP_STAGE,1962,WorldCup,4-4,4,4,0,Soviet Union,Colombia
465,1962-CHILE,GROUP_STAGE,1962,WorldCup,2-1,2,1,1,FRG,Switzerland
466,1962-CHILE,GROUP_STAGE,1962,WorldCup,1-0,1,0,1,Spain,Mexico
467,1962-CHILE,GROUP_STAGE,1962,WorldCup,6-1,6,1,5,Hungary,Bulgaria
468,1962-CHILE,GROUP_STAGE,1962,WorldCup,2-1,2,1,1,Soviet Union,Uruguay
469,1962-CHILE,GROUP_STAGE,1962,WorldCup,2-0,2,0,2,FRG,Chile
470,1962-CHILE,GROUP_STAGE,1962,WorldCup,2-1,2,1,1,Brazil,Spain
471,1962-CHILE,GROUP_STAGE,1962,WorldCup,0-0,0,0,0,Hungary,Argentina
472,1962-CHILE,GROUP_STAGE,1962,WorldCup,5-0,5,0,5,Yugoslavia,Colombia
473,1962-CHILE,GROUP_STAGE,1962,WorldCup,3-0,3,0,3,Italy,Switzerland
474,1962-CHILE,GROUP_STAGE,1962,WorldCup,3-1,3,1,2,Mexico,Czechoslovakia
475,1962-CHILE,GROUP_STAGE,1962,WorldCup,0-0,0,0,0,England,Bulgaria
476,1962-CHILE,1/4_FINAL,1962,WorldCup,2-1,2,1,1,Chile,Soviet Union
477,1962-CHILE,1/4_FINAL,1962,WorldCup,1-0,1,0,1,Yugoslavia,FRG
478,1962-CHILE,1/4_FINAL,1962,WorldCup,3-1,3,1,2,Brazil,England
479,1962-CHILE,1/4_FINAL,1962,WorldCup,1-0,1,0,1,Czechoslovakia,Hungary
480,1962-CHILE,1/2_FINAL,1962,WorldCup,4-2,4,2,2,Brazil,Chile
481,1962-CHILE,1/2_FINAL,1962,WorldCup,3-1,3,1,2,Czechoslovakia,Yugoslavia
482,1962-CHILE,PLACES_3&4,1962,WorldCup,1-0,1,0,1,Chile,Yugoslavia
483,1962-CHILE,_FINAL,1962,WorldCup,3-1,3,1,2,Brazil,Czechoslovakia
484,1966-ENGLAND,PRELIMINARY-Europe,1964,WorldCup,2-0,2,0,2,Netherlands,Albania
485,1966-ENGLAND,PRELIMINARY-Europe,1964,WorldCup,3-1,3,1,2,Yugoslavia,Luxembourg
486,1966-ENGLAND,PRELIMINARY-Europe,1964,WorldCup,0-2,0,2,-2,Luxembourg,France
487,1966-ENGLAND,PRELIMINARY-Europe,1964,WorldCup,1-0,1,0,1,Northern Ireland,Switzerland
488,1966-ENGLAND,PRELIMINARY-Europe,1964,WorldCup,1-0,1,0,1,Denmark,Wales
489,1966-ENGLAND,PRELIMINARY-Europe,1964,WorldCup,3-1,3,1,2,Scotland,Finland
490,1966-ENGLAND,PRELIMINARY-Europe,1964,WorldCup,0-2,0,2,-2,Albania,Netherlands
491,1966-ENGLAND,PRELIMINARY-Europe,1964,WorldCup,1-1,1,1,0,FRG,Sweden
492,1966-ENGLAND,PRELIMINARY-Europe,1964,WorldCup,6-1,6,1,5,Italy,Finland
493,1966-ENGLAND,PRELIMINARY-Europe,1964,WorldCup,0-2,0,2,-2,Luxembourg,Norway
494,1966-ENGLAND,PRELIMINARY-Europe,1964,WorldCup,1-0,1,0,1,France,Norway
495,1966-ENGLAND,PRELIMINARY-Europe,1964,WorldCup,2-1,2,1,1,Switzerland,Northern Ireland
496,1966-ENGLAND,PRELIMINARY-Europe,1964,WorldCup,4-2,4,2,2,Greece,Denmark
497,1966-ENGLAND,PRELIMINARY-Europe,1964,WorldCup,2-0,2,0,2,Greece,Wales
498,1966-ENGLAND,PRELIMINARY-N/C.America,1965,WorldCup,2-0,2,0,2,Jamaica,Cuba
499,1966-ENGLAND,PRELIMINARY-N/C.America,1965,WorldCup,1-1,1,1,0,Cuba,Dutch Antilles
500,1966-ENGLAND,PRELIMINARY-N/C.America,1965,WorldCup,2-0,2,0,2,Jamaica,Dutch Antilles
501,1966-ENGLAND,PRELIMINARY-Europe,1965,WorldCup,5-1,5,1,4,Portugal,Turkey
502,1966-ENGLAND,PRELIMINARY-N/C.America,1965,WorldCup,1-0,1,0,1,Dutch Antilles,Cuba
503,1966-ENGLAND,PRELIMINARY-N/C.America,1965,WorldCup,0-0,0,0,0,Dutch Antilles,Jamaica
504,1966-ENGLAND,PRELIMINARY-N/C.America,1965,WorldCup,2-1,2,1,1,Cuba,Jamaica
505,1966-ENGLAND,PRELIMINARY-N/C.America,1965,WorldCup,4-1,4,1,3,Trinidad and Tobago,Dutch Guyana
506,1966-ENGLAND,PRELIMINARY-N/C.America,1965,WorldCup,1-0,1,0,1,Costa Rica,Dutch Guyana
507,1966-ENGLAND,PRELIMINARY-N/C.America,1965,WorldCup,4-0,4,0,4,Costa Rica,Trinidad and Tobago
508,1966-ENGLAND,PRELIMINARY-N/C.America,1965,WorldCup,1-3,1,3,-2,Dutch Guyana,Costa Rica
509,1966-ENGLAND,PRELIMINARY-N/C.America,1965,WorldCup,0-1,0,1,-1,Honduras,Mexico
510,1966-ENGLAND,PRELIMINARY-N/C.America,1965,WorldCup,3-0,3,0,3,Mexico,Honduras
511,1966-ENGLAND,PRELIMINARY-N/C.America,1965,WorldCup,0-1,0,1,-1,Trinidad and Tobago,Costa Rica
512,1966-ENGLAND,PRELIMINARY-N/C.America,1965,WorldCup,2-2,2,2,0,USA,Mexico
513,1966-ENGLAND,PRELIMINARY-N/C.America,1965,WorldCup,2-0,2,0,2,Mexico,USA
514,1966-ENGLAND,PRELIMINARY-N/C.America,1965,WorldCup,6-1,6,1,5,Dutch Guyana,Trinidad and Tobago
515,1966-ENGLAND,PRELIMINARY-Europe,1965,WorldCup,2-1,2,1,1,Northern Ireland,Netherlands
516,1966-ENGLAND,PRELIMINARY-Europe,1965,WorldCup,4-1,4,1,3,Wales,Greece
517,1966-ENGLAND,PRELIMINARY-N/C.America,1965,WorldCup,0-1,0,1,-1,Honduras,USA
518,1966-ENGLAND,PRELIMINARY-N/C.America,1965,WorldCup,1-1,1,1,0,USA,Honduras
519,1966-ENGLAND,PRELIMINARY-Europe,1965,WorldCup,0-0,0,0,0,Netherlands,Northern Ireland
